Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
credit-approval.csv,METADES,1,"{'k': 4, 'DSEL_perc': 0.9}",0.594202899,0.587011885,0.412988115,0.588362069,0.626485569,0.720904253,0.229424715,3.095934356
credit-approval.csv,AdaBoostClassifier,1,"{'n_estimators': 45, 'learning_rate': 0.05373500564303975}",0.434782609,0.48089983,0.51910017,0.386363636,0.719439728,0.619757176,0.07997036,0.093228575
credit-approval.csv,MCB,2,"{'k': 4, 'DSEL_perc': 0.6}",0.724637681,0.7262309,0.2737691,0.72394958,0.69991511,0.801938146,0.020572901,1.540982205
credit-approval.csv,KNORAU,2,"{'k': 5, 'DSEL_perc': 0.8}",0.782608696,0.787775891,0.212224109,0.785353535,0.832767402,0.852927829,0.019326448,1.516079557
credit-approval.csv,METADES,2,"{'k': 3, 'DSEL_perc': 0.30000000000000004}",0.782608696,0.784804754,0.215195246,0.781932773,0.828098472,0.875391556,0.233479261,3.06553426
credit-approval.csv,AdaBoostClassifier,2,"{'n_estimators': 19, 'learning_rate': 0.05637875680899399}",0.811594203,0.820033956,0.179966044,0.820033956,0.81663837,0.881790583,0.035255432,0.052230946
credit-approval.csv,MCB,3,"{'k': 4, 'DSEL_perc': 0.7000000000000001}",0.869565217,0.869694397,0.130305603,0.867820946,0.84762309,0.898932113,0.021835804,1.546655876
credit-approval.csv,KNORAU,3,"{'k': 7, 'DSEL_perc': 0.4}",0.971014493,0.973684211,0.026315789,0.96969697,0.992359932,0.99449263,0.023863077,1.512185387
credit-approval.csv,METADES,3,"{'k': 3, 'DSEL_perc': 0.30000000000000004}",0.927536232,0.931239389,0.068760611,0.926890756,0.966044143,0.982126961,0.233622551,3.051858017
credit-approval.csv,AdaBoostClassifier,3,"{'n_estimators': 25, 'learning_rate': 0.05309367043678277}",0.971014493,0.973684211,0.026315789,0.96969697,0.991511036,0.994517544,0.044635534,0.058160312
credit-approval.csv,MCB,4,"{'k': 8, 'DSEL_perc': 0.5}",0.913043478,0.909168081,0.090831919,0.915517241,0.853565365,0.904652937,0.023148775,1.538511636
credit-approval.csv,KNORAU,4,"{'k': 7, 'DSEL_perc': 0.2}",0.942028986,0.938455008,0.061544992,0.945258621,0.960101868,0.960253446,0.02696228,1.520239789
credit-approval.csv,METADES,4,"{'k': 2, 'DSEL_perc': 0.1}",0.956521739,0.951612903,0.048387097,0.963414634,0.974108659,0.977212088,0.237902164,3.057020298
credit-approval.csv,AdaBoostClassifier,4,"{'n_estimators': 15, 'learning_rate': 0.049999999999999996}",0.971014493,0.970713073,0.029286927,0.970713073,0.965195246,0.977664877,0.034466505,0.058740809
credit-approval.csv,MCB,5,"{'k': 4, 'DSEL_perc': 0.9}",0.927536232,0.919354839,0.080645161,0.941860465,0.890067912,0.92432104,0.017167568,1.540432806
credit-approval.csv,KNORAU,5,"{'k': 7, 'DSEL_perc': 0.2}",0.942028986,0.938455008,0.061544992,0.945258621,0.995755518,0.996761291,0.027796507,1.518854197
credit-approval.csv,METADES,5,"{'k': 3, 'DSEL_perc': 0.5}",0.927536232,0.928268251,0.071731749,0.926097973,0.960526316,0.971953778,0.230656862,3.063177717
credit-approval.csv,AdaBoostClassifier,5,"{'n_estimators': 10, 'learning_rate': 0.12528036471180087}",1,1,0,1,1,1,0.019177437,0.032839568
credit-approval.csv,MCB,6,"{'k': 7, 'DSEL_perc': 0.2}",0.855072464,0.844651952,0.155348048,0.869090909,0.873938879,0.914543028,0.027552366,1.531345257
credit-approval.csv,KNORAU,6,"{'k': 4, 'DSEL_perc': 0.30000000000000004}",0.898550725,0.893039049,0.106960951,0.903310105,0.970288625,0.97143742,0.026487827,1.516577126
credit-approval.csv,METADES,6,"{'k': 9, 'DSEL_perc': 0.30000000000000004}",0.84057971,0.834465195,0.165534805,0.843205575,0.874363328,0.901011125,0.233550787,3.067659295
credit-approval.csv,AdaBoostClassifier,6,"{'n_estimators': 57, 'learning_rate': 0.29561282264351396}",0.855072464,0.841680815,0.158319185,0.880434783,0.9762309,0.980749194,0.126283884,0.131762546
credit-approval.csv,MCB,7,"{'k': 3, 'DSEL_perc': 0.4}",0.855072464,0.844651952,0.155348048,0.869090909,0.841680815,0.896262395,0.023715258,1.540166744
credit-approval.csv,KNORAU,7,"{'k': 2, 'DSEL_perc': 0.2}",0.898550725,0.890067912,0.109932088,0.911001789,0.936332767,0.947466833,0.025810719,1.511822576
credit-approval.csv,METADES,7,"{'k': 8, 'DSEL_perc': 0.5}",0.869565217,0.860780985,0.139219015,0.880143113,0.885398981,0.912147058,0.234227419,3.060928289
credit-approval.csv,AdaBoostClassifier,7,"{'n_estimators': 13, 'learning_rate': 0.09448026562979593}",0.884057971,0.870967742,0.129032258,0.913043478,0.854414261,0.881063088,0.024754524,0.038019125
credit-approval.csv,MCB,8,"{'k': 9, 'DSEL_perc': 0.7000000000000001}",0.652173913,0.673076923,0.326923077,0.684090909,0.647435897,0.774247492,0.019507408,1.54664551
credit-approval.csv,KNORAU,8,"{'k': 5, 'DSEL_perc': 0.5}",0.68115942,0.706410256,0.293589744,0.72826087,0.823504274,0.868065095,0.022611141,1.518619233
credit-approval.csv,METADES,8,"{'k': 9, 'DSEL_perc': 0.7000000000000001}",0.565217391,0.592307692,0.407692308,0.607142857,0.602991453,0.709580401,0.230436087,3.077133842
credit-approval.csv,AdaBoostClassifier,8,"{'n_estimators': 16, 'learning_rate': 0.06357128438655374}",0.637681159,0.679487179,0.320512821,0.772727273,0.737179487,0.865193921,0.032100677,0.045081844
credit-approval.csv,MCB,9,"{'k': 7, 'DSEL_perc': 0.4}",0.898550725,0.887179487,0.112820513,0.911818182,0.903846154,0.936286329,0.025838375,1.543328382
credit-approval.csv,KNORAU,9,"{'k': 4, 'DSEL_perc': 0.5}",0.942028986,0.944871795,0.055128205,0.939611486,0.976923077,0.988654535,0.025286913,1.527361248
credit-approval.csv,METADES,9,"{'k': 2, 'DSEL_perc': 0.2}",0.927536232,0.928205128,0.071794872,0.925297114,0.952136752,0.975301085,0.234893322,3.05496437
credit-approval.csv,AdaBoostClassifier,9,"{'n_estimators': 10, 'learning_rate': 0.06914532615609444}",0.985507246,0.987179487,0.012820513,0.983870968,0.987179487,0.994425864,0.019583464,0.032020652
credit-approval.csv,MCB,10,"{'k': 7, 'DSEL_perc': 0.6}",0.797101449,0.774358974,0.225641026,0.82755102,0.778205128,0.866256315,0.020946503,1.533539399
credit-approval.csv,KNORAU,10,"{'k': 6, 'DSEL_perc': 0.30000000000000004}",0.855072464,0.837179487,0.162820513,0.881528046,0.924786325,0.939479037,0.025620699,1.51600354
credit-approval.csv,METADES,10,"{'k': 8, 'DSEL_perc': 0.30000000000000004}",0.855072464,0.837179487,0.162820513,0.881528046,0.932905983,0.953669383,0.23856163,3.056301587
credit-approval.csv,AdaBoostClassifier,10,"{'n_estimators': 11, 'learning_rate': 0.09794555982413762}",0.884057971,0.870512821,0.129487179,0.901388889,0.873076923,0.914613627,0.023931026,0.033534091
ar4.csv,MCB,1,"{'k': 5, 'DSEL_perc': 0.7000000000000001}",0.727272727,0.638888889,0.361111111,0.604166667,0.694444444,0.545454545,0.01665616,9.5057054
ar4.csv,KNORAU,1,"{'k': 5, 'DSEL_perc': 0.8}",0.909090909,0.75,0.25,0.95,0.666666667,0.598214286,0.016556025,9.432402524
ar4.csv,METADES,1,"{'k': 9, 'DSEL_perc': 0.4}",0.545454545,0.333333333,0.666666667,0.375,0.472222222,0.157954545,0.225450754,18.92100681
ar4.csv,AdaBoostClassifier,1,"{'n_estimators': 35, 'learning_rate': 0.777131422039052}",0.909090909,0.944444444,0.055555556,0.833333333,0.944444444,0.791666667,0.051490545,0.457893718
ar4.csv,MCB,2,"{'k': 9, 'DSEL_perc': 0.7000000000000001}",0.727272727,0.638888889,0.361111111,0.604166667,0.638888889,0.462121212,0.021045446,9.568257765
ar4.csv,KNORAU,2,"{'k': 4, 'DSEL_perc': 0.8}",0.636363636,0.388888889,0.611111111,0.388888889,0.666666667,0.217261905,0.016868353,9.448614987
ar4.csv,METADES,2,"{'k': 5, 'DSEL_perc': 0.7000000000000001}",0.818181818,0.5,0.5,0.409090909,0.972222222,0.916666667,0.22366643,18.95978234
ar4.csv,AdaBoostClassifier,2,"{'n_estimators': 26, 'learning_rate': 0.11727433772721038}",0.727272727,0.444444444,0.555555556,0.4,0.555555556,0.183333333,0.038794518,0.363436612
ar4.csv,MCB,3,"{'k': 6, 'DSEL_perc': 0.6}",0.818181818,0.694444444,0.305555556,0.694444444,0.583333333,0.420454545,0.017376661,9.522503073
ar4.csv,KNORAU,3,"{'k': 9, 'DSEL_perc': 0.8}",0.909090909,0.75,0.25,0.95,0.944444444,0.791666667,0.016800165,9.440790523
ar4.csv,METADES,3,"{'k': 9, 'DSEL_perc': 0.2}",0.818181818,0.694444444,0.305555556,0.694444444,0.861111111,0.583333333,0.228598356,19.01654764
ar4.csv,AdaBoostClassifier,3,"{'n_estimators': 98, 'learning_rate': 0.13708569150929903}",0.909090909,0.944444444,0.055555556,0.833333333,0.944444444,0.791666667,0.14045763,1.109079881
ar4.csv,MCB,4,"{'k': 7, 'DSEL_perc': 0.7000000000000001}",0.818181818,0.5,0.5,0.409090909,0.444444444,0.090909091,0.016232967,9.492657401
ar4.csv,KNORAU,4,"{'k': 9, 'DSEL_perc': 0.7000000000000001}",0.818181818,0.5,0.5,0.409090909,0.444444444,0.090909091,0.018895626,9.518905119
ar4.csv,METADES,4,"{'k': 9, 'DSEL_perc': 0.7000000000000001}",0.818181818,0.5,0.5,0.409090909,0.444444444,0.090909091,0.224185228,18.81772822
ar4.csv,AdaBoostClassifier,4,"{'n_estimators': 59, 'learning_rate': 0.05740336066028135}",0.818181818,0.5,0.5,0.409090909,1,1,0.086416006,0.688010996
ar4.csv,MCB,5,"{'k': 8, 'DSEL_perc': 0.5}",0.909090909,0.944444444,0.055555556,0.833333333,0.694444444,0.545454545,0.01700592,9.496753866
ar4.csv,KNORAU,5,"{'k': 5, 'DSEL_perc': 0.5}",0.909090909,0.944444444,0.055555556,0.833333333,0.888888889,0.416666667,0.018881559,9.438926523
ar4.csv,METADES,5,"{'k': 5, 'DSEL_perc': 0.9}",0.818181818,0.5,0.5,0.409090909,0.5,0.590909091,0.223238945,0.171314586
ar4.csv,AdaBoostClassifier,5,"{'n_estimators': 31, 'learning_rate': 0.06433918199937028}",0.909090909,0.75,0.25,0.95,0.972222222,0.916666667,0.049224138,0.421307304
ar4.csv,MCB,6,"{'k': 3, 'DSEL_perc': 0.7000000000000001}",0.909090909,0.75,0.25,0.95,1,1,0.017201662,9.527184746
ar4.csv,KNORAU,6,"{'k': 9, 'DSEL_perc': 0.5}",0.909090909,0.75,0.25,0.95,0.888888889,0.708333333,0.018142223,9.444540197
ar4.csv,METADES,6,"{'k': 7, 'DSEL_perc': 0.5}",0.909090909,0.75,0.25,0.95,0.666666667,0.607954545,0.224667311,18.87759295
ar4.csv,AdaBoostClassifier,6,"{'n_estimators': 80, 'learning_rate': 0.8202758776289568}",0.909090909,0.75,0.25,0.95,1,1,0.116364717,0.950791619
ar4.csv,MCB,7,"{'k': 8, 'DSEL_perc': 0.7000000000000001}",0.909090909,0.75,0.25,0.95,0.75,0.795454545,0.016637087,9.49937647
ar4.csv,KNORAU,7,"{'k': 5, 'DSEL_perc': 0.6}",0.818181818,0.5,0.5,0.409090909,0.388888889,0.090909091,0.016666889,9.42845778
ar4.csv,METADES,7,"{'k': 9, 'DSEL_perc': 0.4}",0.818181818,0.888888889,0.111111111,0.75,0.888888889,0.333333333,0.224759579,18.85091175
ar4.csv,AdaBoostClassifier,7,"{'n_estimators': 27, 'learning_rate': 0.07040194427766949}",0.818181818,0.5,0.5,0.409090909,1,1,0.040364981,0.402103771
ar4.csv,MCB,8,"{'k': 8, 'DSEL_perc': 0.9}",0.6,0.5625,0.4375,0.541666667,0.625,0.466666667,0.017080784,10.51840782
ar4.csv,KNORAU,8,"{'k': 7, 'DSEL_perc': 0.7000000000000001}",0.8,0.5,0.5,0.4,0.75,0.8,0.016648769,10.3713274
ar4.csv,METADES,8,"{'k': 4, 'DSEL_perc': 0.2}",0.8,0.6875,0.3125,0.6875,0.65625,0.6125,0.225074053,20.74406147
ar4.csv,AdaBoostClassifier,8,"{'n_estimators': 62, 'learning_rate': 0.1283252465030169}",0.9,0.75,0.25,0.944444444,0.875,0.708333333,0.090183735,0.781965256
ar4.csv,MCB,9,"{'k': 3, 'DSEL_perc': 0.4}",0.7,0.625,0.375,0.595238095,0.6875,0.55,0.017641306,10.46037674
ar4.csv,KNORAU,9,"{'k': 6, 'DSEL_perc': 0.30000000000000004}",0.8,0.875,0.125,0.75,0.75,0.291666667,0.018447638,10.37728786
ar4.csv,METADES,9,"{'k': 8, 'DSEL_perc': 0.5}",0.6,0.5625,0.4375,0.541666667,0.78125,0.5375,0.22404933,20.79904079
ar4.csv,AdaBoostClassifier,9,"{'n_estimators': 58, 'learning_rate': 0.14211364361916992}",1,1,0,1,1,1,0.129246235,1.242232323
ar4.csv,MCB,10,"{'k': 4, 'DSEL_perc': 0.5}",0.6,0.375,0.625,0.375,0.375,0.1,0.016889572,10.44816971
ar4.csv,KNORAU,10,"{'k': 8, 'DSEL_perc': 0.7000000000000001}",0.8,0.5,0.5,0.4,0.75,0.633333333,0.017798185,10.39118767
ar4.csv,METADES,10,"{'k': 7, 'DSEL_perc': 0.30000000000000004}",0.7,0.4375,0.5625,0.388888889,0.375,0.15,0.227308273,20.8003521
ar4.csv,AdaBoostClassifier,10,"{'n_estimators': 30, 'learning_rate': 0.05309367043678277}",0.7,0.4375,0.5625,0.388888889,0.375,0.148214286,0.044766665,0.455379486
triazines.csv,MCB,1,"{'k': 2, 'DSEL_perc': 0.1}",0.526315789,0.505681818,0.494318182,0.505952381,0.676136364,0.703947368,0.022706509,5.564677088
triazines.csv,KNORAU,1,"{'k': 3, 'DSEL_perc': 0.2}",0.631578947,0.613636364,0.386363636,0.619047619,0.772727273,0.72025197,0.021929264,5.471831874
triazines.csv,METADES,1,"{'k': 5, 'DSEL_perc': 0.30000000000000004}",0.578947368,0.568181818,0.431818182,0.568181818,0.659090909,0.550449989,0.226180077,10.95619955
triazines.csv,AdaBoostClassifier,1,"{'n_estimators': 99, 'learning_rate': 0.29384343603599655}",0.684210526,0.676136364,0.323863636,0.676136364,0.784090909,0.710424471,0.15688467,0.976587597
triazines.csv,MCB,2,"{'k': 9, 'DSEL_perc': 0.7000000000000001}",0.842105263,0.829545455,0.170454545,0.845238095,0.829545455,0.856203008,0.018013954,5.607328917
triazines.csv,KNORAU,2,"{'k': 8, 'DSEL_perc': 0.2}",0.947368421,0.9375,0.0625,0.958333333,0.977272727,0.973611111,0.026801348,5.597390627
triazines.csv,METADES,2,"{'k': 3, 'DSEL_perc': 0.30000000000000004}",0.842105263,0.8125,0.1875,0.892857143,0.829545455,0.877631579,0.228122711,10.96850947
triazines.csv,AdaBoostClassifier,2,"{'n_estimators': 77, 'learning_rate': 0.09223845236011594}",0.842105263,0.8125,0.1875,0.892857143,0.943181818,0.934690657,0.112046719,0.577311767
triazines.csv,MCB,3,"{'k': 8, 'DSEL_perc': 0.1}",0.789473684,0.784090909,0.215909091,0.784090909,0.784090909,0.802631579,0.021261454,5.553044771
triazines.csv,KNORAU,3,"{'k': 3, 'DSEL_perc': 0.1}",0.789473684,0.767045455,0.232954545,0.801282051,0.903409091,0.890892094,0.021268368,5.467590533
triazines.csv,METADES,3,"{'k': 2, 'DSEL_perc': 0.30000000000000004}",0.789473684,0.784090909,0.215909091,0.784090909,0.829545455,0.764900031,0.228597164,11.00221433
triazines.csv,AdaBoostClassifier,3,"{'n_estimators': 80, 'learning_rate': 0.18397066559354935}",0.842105263,0.829545455,0.170454545,0.845238095,0.897727273,0.874594156,0.127810717,0.610389208
triazines.csv,MCB,4,"{'k': 7, 'DSEL_perc': 0.2}",0.842105263,0.829545455,0.170454545,0.845238095,0.829545455,0.856203008,0.023905516,5.5471345
triazines.csv,KNORAU,4,"{'k': 8, 'DSEL_perc': 0.30000000000000004}",0.842105263,0.8125,0.1875,0.892857143,0.903409091,0.924347445,0.020915508,5.474780735
triazines.csv,METADES,4,"{'k': 6, 'DSEL_perc': 0.4}",0.894736842,0.875,0.125,0.923076923,0.9375,0.963815789,0.228175163,10.94537032
triazines.csv,AdaBoostClassifier,4,"{'n_estimators': 39, 'learning_rate': 0.20251862601115936}",0.789473684,0.75,0.25,0.866666667,0.840909091,0.846005037,0.073911667,0.323032078
triazines.csv,MCB,5,"{'k': 2, 'DSEL_perc': 0.5}",0.894736842,0.892045455,0.107954545,0.892045455,0.846590909,0.852704678,0.020305157,5.557775497
triazines.csv,KNORAU,5,"{'k': 7, 'DSEL_perc': 0.30000000000000004}",0.947368421,0.954545455,0.045454545,0.944444444,0.988636364,0.985243056,0.021128178,5.47982517
triazines.csv,METADES,5,"{'k': 8, 'DSEL_perc': 0.5}",0.789473684,0.784090909,0.215909091,0.784090909,0.772727273,0.681240032,0.226336002,11.05912108
triazines.csv,AdaBoostClassifier,5,"{'n_estimators': 46, 'learning_rate': 0.1965298847855695}",0.842105263,0.829545455,0.170454545,0.845238095,0.875,0.859930694,0.073783875,0.412514335
triazines.csv,MCB,6,"{'k': 8, 'DSEL_perc': 0.4}",0.526315789,0.505681818,0.494318182,0.505952381,0.414772727,0.485745614,0.027593136,5.595646406
triazines.csv,KNORAU,6,"{'k': 2, 'DSEL_perc': 0.4}",0.631578947,0.596590909,0.403409091,0.621428571,0.619318182,0.450717338,0.020480633,5.47952401
triazines.csv,METADES,6,"{'k': 3, 'DSEL_perc': 0.4}",0.684210526,0.659090909,0.340909091,0.679487179,0.710227273,0.714403314,0.225438118,10.95416671
triazines.csv,AdaBoostClassifier,6,"{'n_estimators': 60, 'learning_rate': 0.20251862601115936}",0.631578947,0.613636364,0.386363636,0.619047619,0.522727273,0.535314389,0.087737083,0.442053142
triazines.csv,MCB,7,"{'k': 2, 'DSEL_perc': 0.1}",0.777777778,0.766233766,0.233766234,0.766233766,0.603896104,0.619047619,0.020228148,5.821347237
triazines.csv,KNORAU,7,"{'k': 7, 'DSEL_perc': 0.30000000000000004}",0.833333333,0.811688312,0.188311688,0.833333333,0.837662338,0.841269841,0.019174814,5.766987801
triazines.csv,METADES,7,"{'k': 2, 'DSEL_perc': 0.1}",0.777777778,0.792207792,0.207792208,0.777777778,0.883116883,0.843877551,0.228597403,11.56013542
triazines.csv,AdaBoostClassifier,7,"{'n_estimators': 28, 'learning_rate': 0.6075698483449039}",0.722222222,0.694805195,0.305194805,0.708333333,0.850649351,0.822778808,0.038836241,0.244537989
triazines.csv,MCB,8,"{'k': 7, 'DSEL_perc': 0.30000000000000004}",0.722222222,0.668831169,0.331168831,0.732142857,0.668831169,0.700396825,0.021115303,5.838023292
triazines.csv,KNORAU,8,"{'k': 7, 'DSEL_perc': 0.1}",0.666666667,0.597402597,0.402597403,0.666666667,0.818181818,0.586054422,0.022355795,5.783120791
triazines.csv,METADES,8,"{'k': 5, 'DSEL_perc': 0.1}",0.611111111,0.525974026,0.474025974,0.5625,0.87012987,0.645238095,0.228348732,11.53259807
triazines.csv,AdaBoostClassifier,8,"{'n_estimators': 31, 'learning_rate': 0.40392575405432873}",0.833333333,0.785714286,0.214285714,0.892857143,0.909090909,0.87797619,0.049342632,0.318805377
triazines.csv,MCB,9,"{'k': 5, 'DSEL_perc': 0.2}",0.777777778,0.766233766,0.233766234,0.766233766,0.766233766,0.76984127,0.019620895,5.822512839
triazines.csv,KNORAU,9,"{'k': 3, 'DSEL_perc': 0.1}",0.666666667,0.649350649,0.350649351,0.649350649,0.798701299,0.807539683,0.024315834,5.800525347
triazines.csv,METADES,9,"{'k': 9, 'DSEL_perc': 0.1}",0.777777778,0.74025974,0.25974026,0.784615385,0.694805195,0.682735518,0.228772879,11.54739327
triazines.csv,AdaBoostClassifier,9,"{'n_estimators': 66, 'learning_rate': 0.2513777621661691}",0.888888889,0.883116883,0.116883117,0.883116883,0.948051948,0.90042517,0.093118668,0.497327911
triazines.csv,MCB,10,"{'k': 2, 'DSEL_perc': 0.1}",0.833333333,0.85,0.15,0.863636364,0.9,0.9,0.022513866,5.811227692
triazines.csv,KNORAU,10,"{'k': 9, 'DSEL_perc': 0.2}",0.833333333,0.8375,0.1625,0.833333333,0.9625,0.964204545,0.021196127,5.799280273
triazines.csv,METADES,10,"{'k': 4, 'DSEL_perc': 0.1}",0.777777778,0.7625,0.2375,0.791666667,0.91875,0.90269765,0.229242325,11.59658697
triazines.csv,AdaBoostClassifier,10,"{'n_estimators': 43, 'learning_rate': 0.28859856687198066}",0.944444444,0.9375,0.0625,0.954545455,0.925,0.944368132,0.06312418,0.366502338
steel-plates.csv,MCB,1,"{'k': 5, 'DSEL_perc': 0.30000000000000004}",0.415384615,0.414618843,0.111034781,0.473031204,0.635925892,0.514979007,0.165111303,0.583600998
steel-plates.csv,KNORAU,1,"{'k': 3, 'DSEL_perc': 0.6}",0.405128205,0.402819549,0.115050107,0.361108534,0.706860697,0.402205919,0.094496965,0.612503443
steel-plates.csv,METADES,1,"{'k': 9, 'DSEL_perc': 0.5}",0.476923077,0.461782,0.099344794,0.469008068,0.744225909,0.476665869,0.345885754,1.212933125
steel-plates.csv,AdaBoostClassifier,1,"{'n_estimators': 89, 'learning_rate': 0.9360951175149603}",0.282051282,0.407713713,0.121390533,0.407026755,0.687251697,0.442263951,0.542281151,0.096215957
steel-plates.csv,MCB,2,"{'k': 7, 'DSEL_perc': 0.6}",0.628865979,0.633942095,0.070210218,0.700169976,0.770487365,0.667598732,0.099513769,0.581678656
steel-plates.csv,KNORAU,2,"{'k': 8, 'DSEL_perc': 0.30000000000000004}",0.628865979,0.696433283,0.071445507,0.730579606,0.876837405,0.734770597,0.172606707,0.60077795
steel-plates.csv,METADES,2,"{'k': 4, 'DSEL_perc': 0.1}",0.701030928,0.706196965,0.055966923,0.743673452,0.907101768,0.75807068,0.425777435,1.172999746
steel-plates.csv,AdaBoostClassifier,2,"{'n_estimators': 21, 'learning_rate': 0.49539187431102405}",0.37628866,0.332402368,0.132052337,0.395504428,0.778569043,0.457042183,0.138682127,0.028488562
steel-plates.csv,MCB,3,"{'k': 8, 'DSEL_perc': 0.6}",0.577319588,0.678298707,0.078763318,0.668695887,0.797279466,0.691822797,0.101857662,0.579044991
steel-plates.csv,KNORAU,3,"{'k': 4, 'DSEL_perc': 0.2}",0.644329897,0.75680399,0.067544043,0.763241011,0.898904454,0.735182317,0.208451748,0.597151284
steel-plates.csv,METADES,3,"{'k': 5, 'DSEL_perc': 0.1}",0.577319588,0.661394291,0.080237419,0.707313196,0.872954902,0.72164493,0.421873569,1.164319589
steel-plates.csv,AdaBoostClassifier,3,"{'n_estimators': 57, 'learning_rate': 0.8351832269730394}",0.458762887,0.49833332,0.095742207,0.474777205,0.797132071,0.535976444,0.354752779,0.059755807
steel-plates.csv,MCB,4,"{'k': 7, 'DSEL_perc': 0.5}",0.577319588,0.658730315,0.079385081,0.598454611,0.806851307,0.688846734,0.125433207,0.586568695
steel-plates.csv,KNORAU,4,"{'k': 9, 'DSEL_perc': 0.5}",0.613402062,0.580271574,0.074333834,0.579934599,0.879358585,0.632645482,0.126969099,0.598642015
steel-plates.csv,METADES,4,"{'k': 3, 'DSEL_perc': 0.30000000000000004}",0.654639175,0.71542008,0.064441282,0.677380952,0.873819363,0.693630527,0.402430534,1.159608979
steel-plates.csv,AdaBoostClassifier,4,"{'n_estimators': 80, 'learning_rate': 0.8056346124892612}",0.479381443,0.450164257,0.096814365,0.482258396,0.769259223,0.436875544,0.481880188,0.079695711
steel-plates.csv,MCB,5,"{'k': 5, 'DSEL_perc': 0.8}",0.56185567,0.554341894,0.082517271,0.546341101,0.70958411,0.538464034,0.060042858,0.588061883
steel-plates.csv,KNORAU,5,"{'k': 6, 'DSEL_perc': 0.6}",0.592783505,0.611368789,0.077507588,0.589185491,0.826670236,0.576709766,0.109151125,0.599738249
steel-plates.csv,METADES,5,"{'k': 7, 'DSEL_perc': 0.6}",0.644329897,0.663675323,0.064772179,0.62579455,0.851284798,0.622377334,0.430125475,1.170858894
steel-plates.csv,AdaBoostClassifier,5,"{'n_estimators': 58, 'learning_rate': 0.7496366687305026}",0.525773196,0.521861896,0.088445603,0.533912398,0.847536387,0.571297695,0.379165411,0.064384077
steel-plates.csv,MCB,6,"{'k': 4, 'DSEL_perc': 0.4}",0.525773196,0.657981924,0.088104986,0.537602786,0.774809286,0.624909755,0.144718647,0.581249748
steel-plates.csv,KNORAU,6,"{'k': 4, 'DSEL_perc': 0.9}",0.536082474,0.65728896,0.086835955,0.579042707,0.862747481,0.680958223,0.040483236,0.62253426
steel-plates.csv,METADES,6,"{'k': 4, 'DSEL_perc': 0.30000000000000004}",0.577319588,0.695105984,0.080692892,0.684041495,0.858273552,0.718400507,0.388395548,1.155181029
steel-plates.csv,AdaBoostClassifier,6,"{'n_estimators': 86, 'learning_rate': 0.3497252227239112}",0.546391753,0.635444766,0.083846307,0.576183309,0.816086253,0.612651529,0.523074389,0.099383679
steel-plates.csv,MCB,7,"{'k': 7, 'DSEL_perc': 0.9}",0.634020619,0.716731558,0.069707118,0.654564321,0.823318403,0.716646,0.036590338,0.58354422
steel-plates.csv,KNORAU,7,"{'k': 5, 'DSEL_perc': 0.7000000000000001}",0.742268041,0.780770581,0.052415359,0.799797016,0.933777922,0.820628922,0.073909521,0.604686049
steel-plates.csv,METADES,7,"{'k': 4, 'DSEL_perc': 0.1}",0.654639175,0.741818997,0.066419028,0.667951393,0.892081551,0.770859155,0.425615788,1.157924072
steel-plates.csv,AdaBoostClassifier,7,"{'n_estimators': 68, 'learning_rate': 0.5825662103831531}",0.469072165,0.43829906,0.101923011,0.431176773,0.839866721,0.522942233,0.411380053,0.073622182
steel-plates.csv,MCB,8,"{'k': 9, 'DSEL_perc': 0.8}",0.654639175,0.760248443,0.063480903,0.690486254,0.832989212,0.71544291,0.056502819,0.580496395
steel-plates.csv,KNORAU,8,"{'k': 6, 'DSEL_perc': 0.6}",0.731958763,0.812243857,0.051475753,0.7627574,0.936620333,0.841863843,0.111759663,0.592263703
steel-plates.csv,METADES,8,"{'k': 5, 'DSEL_perc': 0.8}",0.670103093,0.745766259,0.061173174,0.692416178,0.898717649,0.762641603,0.384211779,1.181785593
steel-plates.csv,AdaBoostClassifier,8,"{'n_estimators': 95, 'learning_rate': 0.9821508037246971}",0.505154639,0.39564003,0.100953298,0.361603236,0.79584254,0.53262505,0.559839487,0.096775822
steel-plates.csv,MCB,9,"{'k': 9, 'DSEL_perc': 0.8}",0.664948454,0.725058444,0.063957194,0.721157254,0.806184275,0.692450033,0.055566072,0.582558593
steel-plates.csv,KNORAU,9,"{'k': 5, 'DSEL_perc': 0.6}",0.567010309,0.626149407,0.087117924,0.701274906,0.872115156,0.711002071,0.103150845,0.612736977
steel-plates.csv,METADES,9,"{'k': 6, 'DSEL_perc': 0.8}",0.639175258,0.711465639,0.069504604,0.644671225,0.841226061,0.712116263,0.391345978,1.207343082
steel-plates.csv,AdaBoostClassifier,9,"{'n_estimators': 94, 'learning_rate': 0.6892058871321881}",0.391752577,0.383233293,0.102836321,0.437511764,0.791340299,0.463406949,0.574615479,0.095135158
steel-plates.csv,MCB,10,"{'k': 3, 'DSEL_perc': 0.2}",0.474226804,0.46320836,0.098322222,0.501129477,0.656074732,0.514163362,0.185709476,0.585680155
steel-plates.csv,KNORAU,10,"{'k': 5, 'DSEL_perc': 0.7000000000000001}",0.546391753,0.455866193,0.089185737,0.503206234,0.771477591,0.533715399,0.072525501,0.603975709
